Forecast_Date,Customer,Product-ID,Forecast_Week,Forecast_Target_Date,Forecast_Value,Actual_Demand
2022-04-25,CN,ABC124,10,2022-07-04,652.5,868.0
2022-04-25,CN,ABC124,11,2022-07-11,652.5,336.0
2022-04-25,CN,ABC124,12,2022-07-18,652.5,504.0
2022-04-25,CN,ABC125,1,2022-05-02,336,700.0
2022-04-25,CN,ABC125,2,2022-05-09,308,672.0
2022-04-25,CN,ABC125,3,2022-05-16,308,308.0
2022-04-25,CN,ABC125,4,2022-05-23,308,336.0
2022-04-25,CN,ABC125,5,2022-05-30,310.0,392.0
2022-04-25,CN,ABC125,6,2022-06-06,310.0,140.0
2022-04-25,CN,ABC125,7,2022-06-13,310.0,364.0
2022-04-25,CN,ABC125,8,2022-06-20,310.0,280.0
2022-04-25,CN,ABC125,9,2022-06-27,280.0,0.0
2022-04-25,CN,ABC125,10,2022-07-04,280.0,588.0
2022-04-25,CN,ABC125,11,2022-07-11,280.0,504.0
2022-04-25,CN,ABC125,12,2022-07-18,280.0,336.0
2022-04-25,CN,ABC126,1,2022-05-02,224,420.0
2022-04-25,CN,ABC126,2,2022-05-09,224,364.0
2022-04-25,CN,ABC126,3,2022-05-16,224,280.0
2022-04-25,CN,ABC126,4,2022-05-23,168,112.0
2022-04-25,CN,ABC126,5,2022-05-30,154.0,168.0
2022-04-25,CN,ABC126,6,2022-06-06,154.0,168.0
2022-04-25,CN,ABC126,7,2022-06-13,154.0,112.0
2022-04-25,CN,ABC126,8,2022-06-20,154.0,140.0
2022-04-25,CN,ABC126,9,2022-06-27,154.0,84.0
2022-04-25,CN,ABC126,10,2022-07-04,154.0,112.0
2022-04-25,CN,ABC126,11,2022-07-11,154.0,0.0
2022-04-25,CN,ABC126,12,2022-07-18,154.0,168.0
2022-04-25,CN,ABC127,1,2022-05-02,392,392.0
2022-04-25,CN,ABC127,2,2022-05-09,392,392.0
2022-04-25,CN,ABC127,3,2022-05-16,392,392.0
2022-04-25,CN,ABC127,4,2022-05-23,364,224.0
2022-04-25,CN,ABC127,5,2022-05-30,300.0,224.0
2022-04-25,CN,ABC127,6,2022-06-06,300.0,308.0
2022-04-25,CN,ABC127,7,2022-06-13,300.0,140.0
2022-04-25,CN,ABC127,8,2022-06-20,300.0,532.0
2022-04-25,CN,ABC127,9,2022-06-27,292.5,308.0
2022-04-25,CN,ABC127,10,2022-07-04,292.5,392.0
2022-04-25,CN,ABC127,11,2022-07-11,292.5,392.0
2022-04-25,CN,ABC127,12,2022-07-18,292.5,504.0
2022-04-25,CN,ABC128,1,2022-05-02,224,336.0
2022-04-25,CN,ABC128,2,2022-05-09,224,196.0
2022-04-25,CN,ABC128,3,2022-05-16,224,84.0
2022-04-25,CN,ABC128,4,2022-05-23,168,84.0
2022-04-25,CN,ABC128,5,2022-05-30,154.0,168.0
2022-04-25,CN,ABC128,6,2022-06-06,154.0,140.0
2022-04-25,CN,ABC128,7,2022-06-13,154.0,252.0
2022-04-25,CN,ABC128,8,2022-06-20,154.0,168.0
2022-04-25,CN,ABC128,9,2022-06-27,154.0,140.0
2022-04-25,CN,ABC128,10,2022-07-04,154.0,140.0
2022-04-25,CN,ABC128,11,2022-07-11,154.0,112.0
2022-04-25,CN,ABC128,12,2022-07-18,154.0,252.0
2022-04-25,CN,ABC129,1,2022-05-02,0,0.0
2022-04-25,CN,ABC129,2,2022-05-09,0,28.0
2022-04-25,CN,ABC129,3,2022-05-16,28,0.0
2022-04-25,CN,ABC129,4,2022-05-23,0,0.0
2022-04-25,CN,ABC129,5,2022-05-30,7.0,0.0
2022-04-25,CN,ABC129,6,2022-06-06,7.0,0.0
2022-04-25,CN,ABC129,7,2022-06-13,7.0,28.0
2022-04-25,CN,ABC129,8,2022-06-20,7.0,0.0
2022-04-25,CN,ABC129,9,2022-06-27,7.0,0.0
2022-04-25,CN,ABC129,10,2022-07-04,7.0,0.0
2022-04-25,CN,ABC129,11,2022-07-11,7.0,0.0
2022-04-25,CN,ABC129,12,2022-07-18,7.0,0.0
2022-04-25,CN,ABC130,1,2022-05-02,0,28.0
2022-04-25,CN,ABC130,2,2022-05-09,0,28.0
2022-04-25,CN,ABC130,3,2022-05-16,0,0.0
2022-04-25,CN,ABC130,4,2022-05-23,0,0.0
2022-04-25,CN,ABC130,5,2022-05-30,7.0,0.0
2022-04-25,CN,ABC130,6,2022-06-06,7.0,0.0
2022-04-25,CN,ABC130,7,2022-06-13,7.0,0.0
2022-04-25,CN,ABC130,8,2022-06-20,7.0,0.0
2022-04-25,CN,ABC130,9,2022-06-27,7.0,0.0
2022-04-25,CN,ABC130,10,2022-07-04,7.0,28.0
2022-04-25,CN,ABC130,11,2022-07-11,7.0,28.0
2022-04-25,CN,ABC130,12,2022-07-18,7.0,0.0
2022-04-25,CN,ABC131,1,2022-05-02,0,0.0
2022-04-25,CN,ABC131,2,2022-05-09,0,0.0
2022-04-25,CN,ABC131,3,2022-05-16,28,0.0
2022-04-25,CN,ABC131,4,2022-05-23,0,0.0
2022-04-25,CN,ABC131,5,2022-05-30,7.0,0.0
2022-04-25,CN,ABC131,6,2022-06-06,7.0,0.0
2022-04-25,CN,ABC131,7,2022-06-13,7.0,0.0
2022-04-25,CN,ABC131,8,2022-06-20,7.0,0.0
2022-04-25,CN,ABC131,9,2022-06-27,7.0,0.0
2022-04-25,CN,ABC131,10,2022-07-04,7.0,0.0
2022-04-25,CN,ABC131,11,2022-07-11,7.0,0.0
2022-04-25,CN,ABC131,12,2022-07-18,7.0,0.0
2022-04-25,CN,ABC132,1,2022-05-02,280,280.0
2022-04-25,CN,ABC132,2,2022-05-09,280,252.0
2022-04-25,CN,ABC132,3,2022-05-16,280,168.0
2022-04-25,CN,ABC132,4,2022-05-23,280,0.0
2022-04-25,CN,ABC132,5,2022-05-30,226.75,84.0
2022-04-25,CN,ABC132,6,2022-06-06,226.75,168.0
2022-04-25,CN,ABC132,7,2022-06-13,226.75,252.0
2022-04-25,CN,ABC132,8,2022-06-20,226.75,0.0
2022-04-25,CN,ABC132,9,2022-06-27,224.0,0.0
2022-04-25,CN,ABC132,10,2022-07-04,224.0,504.0
2022-04-25,CN,ABC132,11,2022-07-11,224.0,196.0
2022-04-25,CN,ABC132,12,2022-07-18,224.0,112.0
2022-04-25,CN,ABC133,1,2022-05-02,112,112.0
2022-04-25,CN,ABC133,2,2022-05-09,112,112.0
2022-04-25,CN,ABC133,3,2022-05-16,84,112.0
2022-04-25,CN,ABC133,4,2022-05-23,112,0.0
2022-04-25,CN,ABC133,5,2022-05-30,85.0,112.0
2022-04-25,CN,ABC133,6,2022-06-06,85.0,168.0
2022-04-25,CN,ABC133,7,2022-06-13,85.0,168.0
2022-04-25,CN,ABC133,8,2022-06-20,85.0,112.0
2022-04-25,CN,ABC133,9,2022-06-27,84.0,140.0
2022-04-25,CN,ABC133,10,2022-07-04,84.0,84.0
2022-04-25,CN,ABC133,11,2022-07-11,84.0,84.0
2022-04-25,CN,ABC133,12,2022-07-18,84.0,56.0
2022-04-25,CN,ABC134,1,2022-05-02,84,140.0
2022-04-25,CN,ABC134,2,2022-05-09,84,84.0
2022-04-25,CN,ABC134,3,2022-05-16,84,28.0
2022-04-25,CN,ABC134,4,2022-05-23,84,56.0
2022-04-25,CN,ABC134,5,2022-05-30,68.0,56.0
2022-04-25,CN,ABC134,6,2022-06-06,68.0,28.0
2022-04-25,CN,ABC134,7,2022-06-13,68.0,0.0
2022-04-25,CN,ABC134,8,2022-06-20,68.0,56.0
2022-04-25,CN,ABC134,9,2022-06-27,67.25,56.0
2022-04-25,CN,ABC134,10,2022-07-04,67.25,28.0
2022-04-25,CN,ABC134,11,2022-07-11,67.25,56.0
2022-04-25,CN,ABC134,12,2022-07-18,67.25,84.0
2022-04-25,IT,ABC123,1,2022-05-02,644.0,728.0
2022-04-25,IT,ABC123,2,2022-05-09,672.0,672.0
2022-04-25,IT,ABC123,3,2022-05-16,560.0,924.0
2022-04-25,IT,ABC123,4,2022-05-23,560.0,616.0
2022-04-25,IT,ABC123,5,2022-05-30,560.0,672.0
2022-04-25,IT,ABC123,6,2022-06-06,560.0,588.0
2022-04-25,IT,ABC123,7,2022-06-13,560.0,224.0
2022-04-25,IT,ABC123,8,2022-06-20,560.0,644.0
2022-04-25,IT,ABC127,1,2022-05-02,336.0,420.0
2022-04-25,IT,ABC127,2,2022-05-09,280.0,280.0
2022-04-25,IT,ABC127,3,2022-05-16,280.0,336.0
2022-04-25,IT,ABC127,4,2022-05-23,280.0,252.0
2022-04-25,IT,ABC127,5,2022-05-30,336.0,252.0
2022-04-25,IT,ABC127,6,2022-06-06,336.0,280.0
2022-04-25,IT,ABC127,7,2022-06-13,336.0,280.0
2022-04-25,IT,ABC127,8,2022-06-20,336.0,308.0
2022-04-25,IT,ABC129,1,2022-05-02,28.0,28.0
2022-04-25,IT,ABC129,2,2022-05-09,28.0,28.0
2022-04-25,IT,ABC129,3,2022-05-16,0.0,56.0
2022-04-25,IT,ABC129,4,2022-05-23,28.0,0.0
2022-04-25,IT,ABC129,5,2022-05-30,49.0,27.0
2022-04-25,IT,ABC129,6,2022-06-06,49.0,56.0
2022-04-25,IT,ABC129,7,2022-06-13,49.0,0.0
2022-04-25,IT,ABC129,8,2022-06-20,49.0,56.0
2022-04-25,IT,ABC130,1,2022-05-02,0.0,0.0
2022-04-25,IT,ABC130,2,2022-05-09,0.0,0.0
2022-04-25,IT,ABC130,3,2022-05-16,28.0,28.0
2022-04-25,IT,ABC130,4,2022-05-23,0.0,0.0
2022-04-25,IT,ABC130,5,2022-05-30,28.0,0.0
2022-04-25,IT,ABC130,6,2022-06-06,28.0,28.0
2022-04-25,IT,ABC130,7,2022-06-13,28.0,28.0
2022-04-25,IT,ABC130,8,2022-06-20,28.0,28.0
2022-04-25,IT,ABC131,1,2022-05-02,56.0,56.0
2022-04-25,IT,ABC131,2,2022-05-09,28.0,0.0
2022-04-25,IT,ABC131,3,2022-05-16,56.0,28.0
2022-04-25,IT,ABC131,4,2022-05-23,56.0,0.0
2022-04-25,IT,ABC131,5,2022-05-30,28.0,79.0
2022-04-25,IT,ABC131,6,2022-06-06,28.0,112.0
2022-04-25,IT,ABC131,7,2022-06-13,28.0,56.0
2022-04-25,IT,ABC131,8,2022-06-20,28.0,28.0
2022-04-25,IT,ABC132,1,2022-05-02,84.0,84.0
2022-04-25,IT,ABC132,2,2022-05-09,28.0,84.0
2022-04-25,IT,ABC132,3,2022-05-16,28.0,112.0
2022-04-25,IT,ABC132,4,2022-05-23,28.0,28.0
2022-04-25,IT,ABC132,5,2022-05-30,56.0,56.0
2022-04-25,IT,ABC132,6,2022-06-06,56.0,84.0
2022-04-25,IT,ABC132,7,2022-06-13,56.0,84.0
2022-04-25,IT,ABC132,8,2022-06-20,56.0,84.0
2022-04-25,IT,ABC133,1,2022-05-02,0.0,0.0
2022-04-25,IT,ABC133,2,2022-05-09,0.0,28.0
2022-04-25,IT,ABC133,3,2022-05-16,28.0,28.0
2022-04-25,IT,ABC133,4,2022-05-23,0.0,23.0
2022-04-25,IT,ABC133,5,2022-05-30,14.0,0.0
2022-04-25,IT,ABC133,6,2022-06-06,14.0,0.0
2022-04-25,IT,ABC133,7,2022-06-13,14.0,0.0
2022-04-25,IT,ABC133,8,2022-06-20,14.0,28.0
2022-04-25,IT,ABC134,1,2022-05-02,0.0,28.0
2022-04-25,IT,ABC134,2,2022-05-09,28.0,0.0
2022-04-25,IT,ABC134,3,2022-05-16,0.0,28.0
2022-04-25,IT,ABC134,4,2022-05-23,28.0,28.0
2022-04-25,IT,ABC134,5,2022-05-30,35.0,28.0
2022-04-25,IT,ABC134,6,2022-06-06,35.0,28.0
2022-04-25,IT,ABC134,7,2022-06-13,35.0,0.0
2022-04-25,IT,ABC134,8,2022-06-20,35.0,0.0
2022-04-25,IT,ABC135,1,2022-05-02,0.0,0.0
2022-04-25,IT,ABC135,2,2022-05-09,0.0,0.0
2022-04-25,IT,ABC135,3,2022-05-16,0.0,0.0
2022-04-25,IT,ABC135,4,2022-05-23,0.0,0.0
2022-04-25,IT,ABC135,5,2022-05-30,0.0,0.0
2022-04-25,IT,ABC135,6,2022-06-06,0.0,0.0
2022-04-25,IT,ABC135,7,2022-06-13,0.0,0.0
2022-04-25,IT,ABC135,8,2022-06-20,0.0,28.0
2022-05-02,IT,ABC123,1,2022-05-09,672.0,672.0
2022-05-02,IT,ABC123,2,2022-05-16,672.0,924.0
2022-05-02,IT,ABC123,3,2022-05-23,672.0,616.0
2022-05-02,IT,ABC123,4,2022-05-30,672.0,672.0
2022-05-02,IT,ABC123,5,2022-06-06,560.0,588.0
2022-05-02,IT,ABC123,6,2022-06-13,560.0,224.0
2022-05-02,IT,ABC123,7,2022-06-20,560.0,644.0
2022-05-02,IT,ABC123,8,2022-06-27,560.0,1372.0
2022-05-02,IT,ABC127,1,2022-05-09,280.0,280.0
2022-05-02,IT,ABC127,2,2022-05-16,280.0,336.0
2022-05-02,IT,ABC127,3,2022-05-23,280.0,252.0
2022-05-02,IT,ABC127,4,2022-05-30,280.0,252.0
2022-05-02,IT,ABC127,5,2022-06-06,336.0,280.0
2022-05-02,IT,ABC127,6,2022-06-13,336.0,280.0
2022-05-02,IT,ABC127,7,2022-06-20,336.0,308.0
2022-05-02,IT,ABC127,8,2022-06-27,336.0,336.0
2022-05-02,IT,ABC129,1,2022-05-09,28.0,28.0
2022-05-02,IT,ABC129,2,2022-05-16,0.0,56.0
2022-05-02,IT,ABC129,3,2022-05-23,56.0,0.0
2022-05-02,IT,ABC129,4,2022-05-30,56.0,27.0
2022-05-02,IT,ABC129,5,2022-06-06,49.0,56.0
2022-05-02,IT,ABC129,6,2022-06-13,49.0,0.0
2022-05-02,IT,ABC129,7,2022-06-20,49.0,56.0
2022-05-02,IT,ABC129,8,2022-06-27,49.0,28.0
2022-05-02,IT,ABC130,1,2022-05-09,0.0,0.0
2022-05-02,IT,ABC130,2,2022-05-16,28.0,28.0
2022-05-02,IT,ABC130,3,2022-05-23,0.0,0.0
2022-05-02,IT,ABC130,4,2022-05-30,28.0,0.0
2022-05-02,IT,ABC130,5,2022-06-06,28.0,28.0
2022-05-02,IT,ABC130,6,2022-06-13,28.0,28.0
2022-05-02,IT,ABC130,7,2022-06-20,28.0,28.0
2022-05-02,IT,ABC130,8,2022-06-27,28.0,28.0
2022-05-02,IT,ABC131,1,2022-05-09,28.0,0.0
2022-05-02,IT,ABC131,2,2022-05-16,56.0,28.0
2022-05-02,IT,ABC131,3,2022-05-23,56.0,0.0
2022-05-02,IT,ABC131,4,2022-05-30,56.0,79.0
2022-05-02,IT,ABC131,5,2022-06-06,28.0,112.0
2022-05-02,IT,ABC131,6,2022-06-13,28.0,56.0
2022-05-02,IT,ABC131,7,2022-06-20,28.0,28.0
2022-05-02,IT,ABC131,8,2022-06-27,28.0,28.0
2022-05-02,IT,ABC132,1,2022-05-09,28.0,84.0
2022-05-02,IT,ABC132,2,2022-05-16,56.0,112.0
2022-05-02,IT,ABC132,3,2022-05-23,56.0,28.0
2022-05-02,IT,ABC132,4,2022-05-30,56.0,56.0
2022-05-02,IT,ABC132,5,2022-06-06,56.0,84.0
2022-05-02,IT,ABC132,6,2022-06-13,56.0,84.0
2022-05-02,IT,ABC132,7,2022-06-20,56.0,84.0
2022-05-02,IT,ABC132,8,2022-06-27,56.0,84.0
2022-05-02,IT,ABC133,1,2022-05-09,0.0,28.0
2022-05-02,IT,ABC133,2,2022-05-16,0.0,28.0
2022-05-02,IT,ABC133,3,2022-05-23,28.0,23.0
2022-05-02,IT,ABC133,4,2022-05-30,28.0,0.0
2022-05-02,IT,ABC133,5,2022-06-06,14.0,0.0
2022-05-02,IT,ABC133,6,2022-06-13,14.0,0.0
2022-05-02,IT,ABC133,7,2022-06-20,14.0,28.0
2022-05-02,IT,ABC133,8,2022-06-27,14.0,0.0
2022-05-02,IT,ABC134,1,2022-05-09,28.0,0.0
2022-05-02,IT,ABC134,2,2022-05-16,0.0,28.0
2022-05-02,IT,ABC134,3,2022-05-23,0.0,28.0
2022-05-02,IT,ABC134,4,2022-05-30,28.0,28.0
2022-05-02,IT,ABC134,5,2022-06-06,35.0,28.0
2022-05-02,IT,ABC134,6,2022-06-13,35.0,0.0
2022-05-02,IT,ABC134,7,2022-06-20,35.0,0.0
2022-05-02,IT,ABC134,8,2022-06-27,35.0,0.0
2022-05-02,IT,ABC135,1,2022-05-09,0.0,0.0
2022-05-02,IT,ABC135,2,2022-05-16,0.0,0.0
2022-05-02,IT,ABC135,3,2022-05-23,0.0,0.0
2022-05-02,IT,ABC135,4,2022-05-30,0.0,0.0
2022-05-02,IT,ABC135,5,2022-06-06,0.0,0.0
2022-05-02,IT,ABC135,6,2022-06-13,0.0,0.0
2022-05-02,IT,ABC135,7,2022-06-20,0.0,28.0
2022-05-02,IT,ABC135,8,2022-06-27,0.0,0.0
2022-05-09,CN,ABC123,1,2022-05-16,1148,392.0
2022-05-09,CN,ABC123,1,2022-05-16,1148,392.0
2022-05-09,CN,ABC123,2,2022-05-23,1148,532.0
2022-05-09,CN,ABC123,2,2022-05-23,1148,532.0
2022-05-09,CN,ABC123,3,2022-05-30,980,1344.0
2022-05-09,CN,ABC123,3,2022-05-30,980,1344.0
2022-05-09,CN,ABC123,4,2022-06-06,980,1372.0
2022-05-09,CN,ABC123,4,2022-06-06,980,1372.0
2022-05-09,CN,ABC123,5,2022-06-13,965.0,476.0
2022-05-09,CN,ABC123,5,2022-06-13,965.0,476.0
2022-05-09,CN,ABC123,6,2022-06-20,965.0,1092.0
2022-05-09,CN,ABC123,6,2022-06-20,965.0,1092.0
2022-05-09,CN,ABC123,7,2022-06-27,965.0,1008.0
2022-05-09,CN,ABC123,7,2022-06-27,965.0,1008.0
2022-05-09,CN,ABC123,8,2022-07-04,965.0,812.0
2022-05-09,CN,ABC123,8,2022-07-04,965.0,812.0
2022-05-09,CN,ABC123,9,2022-07-11,937.5,952.0
2022-05-09,CN,ABC123,9,2022-07-11,862.5,952.0
2022-05-09,CN,ABC123,10,2022-07-18,937.5,840.0
2022-05-09,CN,ABC123,10,2022-07-18,862.5,840.0
2022-05-09,CN,ABC123,11,2022-07-25,937.5,980.0
2022-05-09,CN,ABC123,11,2022-07-25,862.5,980.0
2022-05-09,CN,ABC123,12,2022-08-01,937.5,588.0
2022-05-09,CN,ABC123,12,2022-08-01,862.5,588.0
2022-05-09,CN,ABC124,1,2022-05-16,616,448.0
2022-05-09,CN,ABC124,2,2022-05-23,560,560.0
2022-05-09,CN,ABC124,3,2022-05-30,560,364.0
2022-05-09,CN,ABC124,4,2022-06-06,560,448.0
2022-05-09,CN,ABC124,5,2022-06-13,675.0,84.0
2022-05-09,CN,ABC124,6,2022-06-20,675.0,420.0
2022-05-09,CN,ABC124,7,2022-06-27,675.0,532.0
2022-05-09,CN,ABC124,8,2022-07-04,675.0,868.0
2022-05-09,CN,ABC124,9,2022-07-11,652.5,336.0
2022-05-09,CN,ABC124,10,2022-07-18,652.5,504.0
2022-05-09,CN,ABC124,11,2022-07-25,652.5,1148.0
2022-05-09,CN,ABC124,12,2022-08-01,652.5,588.0
2022-05-09,CN,ABC125,1,2022-05-16,644,308.0
2022-05-09,CN,ABC125,1,2022-05-16,644,308.0
2022-05-09,CN,ABC125,2,2022-05-23,504,336.0
2022-05-09,CN,ABC125,2,2022-05-23,504,336.0
2022-05-09,CN,ABC125,3,2022-05-30,392,392.0
2022-05-09,CN,ABC125,3,2022-05-30,392,392.0
2022-05-09,CN,ABC125,4,2022-06-06,392,140.0
2022-05-09,CN,ABC125,4,2022-06-06,392,140.0
2022-05-09,CN,ABC125,5,2022-06-13,310.0,364.0
2022-05-09,CN,ABC125,5,2022-06-13,412.5,364.0
2022-05-09,CN,ABC125,6,2022-06-20,310.0,280.0
2022-05-09,CN,ABC125,6,2022-06-20,412.5,280.0
2022-05-09,CN,ABC125,7,2022-06-27,310.0,0.0
2022-05-09,CN,ABC125,7,2022-06-27,412.5,0.0
2022-05-09,CN,ABC125,8,2022-07-04,310.0,588.0
2022-05-09,CN,ABC125,8,2022-07-04,412.5,588.0
2022-05-09,CN,ABC125,9,2022-07-11,280.0,504.0
2022-05-09,CN,ABC125,9,2022-07-11,330.0,504.0
2022-05-09,CN,ABC125,10,2022-07-18,280.0,336.0
2022-05-09,CN,ABC125,10,2022-07-18,330.0,336.0
2022-05-09,CN,ABC125,11,2022-07-25,280.0,952.0
2022-05-09,CN,ABC125,11,2022-07-25,330.0,952.0
2022-05-09,CN,ABC125,12,2022-08-01,280.0,420.0
2022-05-09,CN,ABC125,12,2022-08-01,330.0,420.0
2022-05-09,CN,ABC126,1,2022-05-16,224,280.0
2022-05-09,CN,ABC126,2,2022-05-23,168,112.0
2022-05-09,CN,ABC126,3,2022-05-30,168,168.0
2022-05-09,CN,ABC126,4,2022-06-06,168,168.0
2022-05-09,CN,ABC126,5,2022-06-13,154.0,112.0
2022-05-09,CN,ABC126,6,2022-06-20,154.0,140.0
2022-05-09,CN,ABC126,7,2022-06-27,154.0,84.0
2022-05-09,CN,ABC126,8,2022-07-04,154.0,112.0
2022-05-09,CN,ABC126,9,2022-07-11,154.0,0.0
2022-05-09,CN,ABC126,10,2022-07-18,154.0,168.0
2022-05-09,CN,ABC126,11,2022-07-25,154.0,84.0
2022-05-09,CN,ABC126,12,2022-08-01,154.0,0.0
2022-05-09,CN,ABC127,1,2022-05-16,336,392.0
2022-05-09,CN,ABC127,1,2022-05-16,336,392.0
2022-05-09,CN,ABC127,2,2022-05-23,336,224.0
2022-05-09,CN,ABC127,2,2022-05-23,336,224.0
2022-05-09,CN,ABC127,3,2022-05-30,336,224.0
2022-05-09,CN,ABC127,3,2022-05-30,336,224.0
2022-05-09,CN,ABC127,4,2022-06-06,364,308.0
2022-05-09,CN,ABC127,4,2022-06-06,364,308.0
2022-05-09,CN,ABC127,5,2022-06-13,300.0,140.0
2022-05-09,CN,ABC127,5,2022-06-13,360.0,140.0
2022-05-09,CN,ABC127,6,2022-06-20,300.0,532.0
2022-05-09,CN,ABC127,6,2022-06-20,360.0,532.0
2022-05-09,CN,ABC127,7,2022-06-27,300.0,308.0
2022-05-09,CN,ABC127,7,2022-06-27,360.0,308.0
2022-05-09,CN,ABC127,8,2022-07-04,300.0,392.0
2022-05-09,CN,ABC127,8,2022-07-04,360.0,392.0
2022-05-09,CN,ABC127,9,2022-07-11,292.5,392.0
2022-05-09,CN,ABC127,9,2022-07-11,292.5,392.0
2022-05-09,CN,ABC127,10,2022-07-18,292.5,504.0
2022-05-09,CN,ABC127,10,2022-07-18,292.5,504.0
2022-05-09,CN,ABC127,11,2022-07-25,292.5,392.0
2022-05-09,CN,ABC127,11,2022-07-25,292.5,392.0
2022-05-09,CN,ABC127,12,2022-08-01,292.5,392.0
2022-05-09,CN,ABC127,12,2022-08-01,292.5,392.0
2022-05-09,CN,ABC128,1,2022-05-16,196,84.0
2022-05-09,CN,ABC128,2,2022-05-23,168,84.0
2022-05-09,CN,ABC128,3,2022-05-30,168,168.0
2022-05-09,CN,ABC128,4,2022-06-06,168,140.0
2022-05-09,CN,ABC128,5,2022-06-13,154.0,252.0
2022-05-09,CN,ABC128,6,2022-06-20,154.0,168.0
2022-05-09,CN,ABC128,7,2022-06-27,154.0,140.0
2022-05-09,CN,ABC128,8,2022-07-04,154.0,140.0
2022-05-09,CN,ABC128,9,2022-07-11,154.0,112.0
2022-05-09,CN,ABC128,10,2022-07-18,154.0,252.0
2022-05-09,CN,ABC128,11,2022-07-25,154.0,196.0
2022-05-09,CN,ABC128,12,2022-08-01,154.0,224.0
2022-05-09,CN,ABC129,1,2022-05-16,0,0.0
2022-05-09,CN,ABC129,2,2022-05-23,0,0.0
2022-05-09,CN,ABC129,3,2022-05-30,28,0.0
2022-05-09,CN,ABC129,4,2022-06-06,0,0.0
2022-05-09,CN,ABC129,5,2022-06-13,7.0,28.0
2022-05-09,CN,ABC129,6,2022-06-20,7.0,0.0
2022-05-09,CN,ABC129,7,2022-06-27,7.0,0.0
2022-05-09,CN,ABC129,8,2022-07-04,7.0,0.0
2022-05-09,CN,ABC129,9,2022-07-11,7.0,0.0
2022-05-09,CN,ABC129,10,2022-07-18,7.0,0.0
2022-05-09,CN,ABC129,11,2022-07-25,7.0,0.0
2022-05-09,CN,ABC129,12,2022-08-01,7.0,0.0
2022-05-09,CN,ABC130,1,2022-05-16,0,0.0
2022-05-09,CN,ABC130,2,2022-05-23,0,0.0
2022-05-09,CN,ABC130,3,2022-05-30,28,0.0
2022-05-09,CN,ABC130,4,2022-06-06,0,0.0
2022-05-09,CN,ABC130,5,2022-06-13,7.0,0.0
2022-05-09,CN,ABC130,6,2022-06-20,7.0,0.0
2022-05-09,CN,ABC130,7,2022-06-27,7.0,0.0
2022-05-09,CN,ABC130,8,2022-07-04,7.0,28.0
2022-05-09,CN,ABC130,9,2022-07-11,7.0,28.0
2022-05-09,CN,ABC130,10,2022-07-18,7.0,0.0
2022-05-09,CN,ABC130,11,2022-07-25,7.0,0.0
2022-05-09,CN,ABC130,12,2022-08-01,7.0,0.0
2022-05-09,CN,ABC131,1,2022-05-16,0,0.0
2022-05-09,CN,ABC131,2,2022-05-23,0,0.0
2022-05-09,CN,ABC131,3,2022-05-30,28,0.0
2022-05-09,CN,ABC131,4,2022-06-06,0,0.0
2022-05-09,CN,ABC131,5,2022-06-13,7.0,0.0
2022-05-09,CN,ABC131,6,2022-06-20,7.0,0.0
2022-05-09,CN,ABC131,7,2022-06-27,7.0,0.0
2022-05-09,CN,ABC131,8,2022-07-04,7.0,0.0
2022-05-09,CN,ABC131,9,2022-07-11,7.0,0.0
2022-05-09,CN,ABC131,10,2022-07-18,7.0,0.0
2022-05-09,CN,ABC131,11,2022-07-25,7.0,0.0
2022-05-09,CN,ABC131,12,2022-08-01,7.0,0.0
2022-05-09,CN,ABC132,1,2022-05-16,224,168.0
2022-05-09,CN,ABC132,1,2022-05-16,224,168.0
2022-05-09,CN,ABC132,2,2022-05-23,224,0.0
2022-05-09,CN,ABC132,2,2022-05-23,224,0.0
2022-05-09,CN,ABC132,3,2022-05-30,280,84.0
2022-05-09,CN,ABC132,3,2022-05-30,280,84.0
2022-05-09,CN,ABC132,4,2022-06-06,280,168.0
2022-05-09,CN,ABC132,4,2022-06-06,280,168.0
2022-05-09,CN,ABC132,5,2022-06-13,213.75,252.0
2022-05-09,CN,ABC132,5,2022-06-13,253.0,252.0
2022-05-09,CN,ABC132,6,2022-06-20,213.75,0.0
2022-05-09,CN,ABC132,6,2022-06-20,253.0,0.0
2022-05-09,CN,ABC132,7,2022-06-27,213.75,0.0
2022-05-09,CN,ABC132,7,2022-06-27,253.0,0.0
2022-05-09,CN,ABC132,8,2022-07-04,213.75,504.0
2022-05-09,CN,ABC132,8,2022-07-04,253.0,504.0
2022-05-09,CN,ABC132,9,2022-07-11,211.0,196.0
2022-05-09,CN,ABC132,9,2022-07-11,227.75,196.0
2022-05-09,CN,ABC132,10,2022-07-18,211.0,112.0
2022-05-09,CN,ABC132,10,2022-07-18,227.75,112.0
2022-05-09,CN,ABC132,11,2022-07-25,211.0,252.0
2022-05-09,CN,ABC132,11,2022-07-25,227.75,252.0
2022-05-09,CN,ABC132,12,2022-08-01,211.0,224.0
2022-05-09,CN,ABC132,12,2022-08-01,227.75,224.0
2022-05-09,CN,ABC133,1,2022-05-16,112,112.0
2022-05-09,CN,ABC133,1,2022-05-16,112,112.0
2022-05-09,CN,ABC133,2,2022-05-23,112,0.0
2022-05-09,CN,ABC133,2,2022-05-23,112,0.0
2022-05-09,CN,ABC133,3,2022-05-30,112,112.0
2022-05-09,CN,ABC133,3,2022-05-30,112,112.0
